province_state,country_region,date,latitude,longitude,location_geom,confirmed,deaths,recovered,active,fips,admin2,combined_key
Michigan,US,2020-08-04,42.95996803,-85.9969107,POINT(-85.9969107 42.95996803),55,0,0,0,26139,Ottawa,"Ottawa, Michigan, US"
Michigan,US,2020-08-04,45.34018577,-83.91498656,POINT(-83.91498656 45.34018577),1,0,0,0,26141,Presque Isle,"Presque Isle, Michigan, US"
Missouri,US,2020-08-04,36.62869595,-94.34867205,POINT(-94.34867205 36.62869595),3,0,0,0,29119,McDonald,"McDonald, Missouri, US"
Missouri,US,2020-08-04,38.63571781,-92.57976951,POINT(-92.57976951 38.63571781),4,0,0,0,29135,Moniteau,"Moniteau, Missouri, US"
Missouri,US,2020-08-04,38.94022054,-91.47000721,POINT(-91.47000721 38.94022054),5,0,0,0,29139,Montgomery,"Montgomery, Missouri, US"
Missouri,US,2020-08-04,38.4181765,-92.88791859,POINT(-92.88791859 38.4181765),1,0,0,0,29141,Morgan,"Morgan, Missouri, US"
Missouri,US,2020-08-04,36.59666326,-89.66070007,POINT(-89.66070007 36.59666326),5,0,0,0,29143,New Madrid,"New Madrid, Missouri, US"
Missouri,US,2020-08-04,36.90519407,-94.3394104,POINT(-94.3394104 36.90519407),6,0,0,0,29145,Newton,"Newton, Missouri, US"
Missouri,US,2020-08-04,40.36079813,-94.88133008,POINT(-94.88133008 40.36079813),2,0,0,0,29147,Nodaway,"Nodaway, Missouri, US"
Missouri,US,2020-08-04,36.68710164,-91.4033755,POINT(-91.4033755 36.68710164),1,0,0,0,29149,Oregon,"Oregon, Missouri, US"
Missouri,US,2020-08-04,38.46036182,-91.8613635,POINT(-91.8613635 38.46036182),4,0,0,0,29151,Osage,"Osage, Missouri, US"
Missouri,US,2020-08-04,36.2130572,-89.78742322,POINT(-89.78742322 36.2130572),3,0,0,0,29155,Pemiscot,"Pemiscot, Missouri, US"
Missouri,US,2020-08-04,37.70660776,-89.82741088,POINT(-89.82741088 37.70660776),31,0,0,0,29157,Perry,"Perry, Missouri, US"
Missouri,US,2020-08-04,38.72798918,-93.28471706,POINT(-93.28471706 38.72798918),3,0,0,0,29159,Pettis,"Pettis, Missouri, US"
Missouri,US,2020-08-04,37.87736118,-91.79351727,POINT(-91.79351727 37.87736118),1,0,0,0,29161,Phelps,"Phelps, Missouri, US"
Missouri,US,2020-08-04,39.34310674,-91.16980779,POINT(-91.16980779 39.34310674),4,0,0,0,29163,Pike,"Pike, Missouri, US"
Missouri,US,2020-08-04,39.38154439,-94.77068479,POINT(-94.77068479 39.38154439),18,0,0,0,29165,Platte,"Platte, Missouri, US"
Missouri,US,2020-08-04,37.6162296,-93.39828174,POINT(-93.39828174 37.6162296),1,0,0,0,29167,Polk,"Polk, Missouri, US"
Missouri,US,2020-08-04,39.52817427,-91.51838643,POINT(-91.51838643 39.52817427),1,0,0,0,29173,Ralls,"Ralls, Missouri, US"
Missouri,US,2020-08-04,39.44007257,-92.4971374,POINT(-92.4971374 39.44007257),7,0,0,0,29175,Randolph,"Randolph, Missouri, US"
Missouri,US,2020-08-04,39.3537468,-93.98905745,POINT(-93.98905745 39.3537468),7,0,0,0,29177,Ray,"Ray, Missouri, US"
Missouri,US,2020-08-04,37.36085952,-90.97009925,POINT(-90.97009925 37.36085952),2,0,0,0,29179,Reynolds,"Reynolds, Missouri, US"
Missouri,US,2020-08-04,36.65460667,-90.85990261,POINT(-90.85990261 36.65460667),2,0,0,0,29181,Ripley,"Ripley, Missouri, US"
Nebraska,US,2020-08-04,41.16624273,-98.0374887,POINT(-98.0374887 41.16624273),2,0,0,0,31121,Merrick,"Merrick, Nebraska, US"
Nebraska,US,2020-08-04,40.38514847,-95.85433992,POINT(-95.85433992 40.38514847),1,0,0,0,31127,Nemaha,"Nemaha, Nebraska, US"
Nebraska,US,2020-08-04,40.64843556,-96.13374142,POINT(-96.13374142 40.64843556),1,0,0,0,31131,Otoe,"Otoe, Nebraska, US"
Nebraska,US,2020-08-04,40.51156033,-99.41461667,POINT(-99.41461667 40.51156033),1,0,0,0,31137,Phelps,"Phelps, Nebraska, US"
Nebraska,US,2020-08-04,41.57246836,-97.52144359,POINT(-97.52144359 41.57246836),5,0,0,0,31141,Platte,"Platte, Nebraska, US"
New York,US,2020-08-04,42.85145728,-77.30874425,POINT(-77.30874425 42.85145728),39,0,0,0,36069,Ontario,"Ontario, New York, US"
New York,US,2020-08-04,43.2516977,-78.2320066,POINT(-78.2320066 43.2516977),16,0,0,0,36073,Orleans,"Orleans, New York, US"
Oklahoma,US,2020-08-04,35.01123903,-97.44572302,POINT(-97.44572302 35.01123903),15,0,0,0,40087,McClain,"McClain, Oklahoma, US"
Oklahoma,US,2020-08-04,34.11664328,-94.77222373,POINT(-94.77222373 34.11664328),2,0,0,0,40089,McCurtain,"McCurtain, Oklahoma, US"
Oklahoma,US,2020-08-04,35.37235506,-95.66599306,POINT(-95.66599306 35.37235506),1,0,0,0,40091,McIntosh,"McIntosh, Oklahoma, US"
Oklahoma,US,2020-08-04,36.38953329,-97.22928674,POINT(-97.22928674 36.38953329),6,0,0,0,40103,Noble,"Noble, Oklahoma, US"
Oklahoma,US,2020-08-04,36.79843529,-95.61902331,POINT(-95.61902331 36.79843529),10,0,0,0,40105,Nowata,"Nowata, Oklahoma, US"
Oklahoma,US,2020-08-04,35.64661916,-95.96432828,POINT(-95.96432828 35.64661916),11,0,0,0,40111,Okmulgee,"Okmulgee, Oklahoma, US"
Oklahoma,US,2020-08-04,36.83532655,-94.81011909,POINT(-94.81011909 36.83532655),15,0,0,0,40115,Ottawa,"Ottawa, Oklahoma, US"
Oklahoma,US,2020-08-04,,,,2,0,0,0,80040,Out of OK,"Out of OK,Oklahoma,US"
Oklahoma,US,2020-08-04,36.07695283,-96.97584944,POINT(-96.97584944 36.07695283),24,0,0,0,40119,Payne,"Payne, Oklahoma, US"
Oklahoma,US,2020-08-04,34.92065823,-95.7513432,POINT(-95.7513432 34.92065823),7,0,0,0,40121,Pittsburg,"Pittsburg, Oklahoma, US"
Oklahoma,US,2020-08-04,34.72959848,-96.68337199,POINT(-96.68337199 34.72959848),9,0,0,0,40123,Pontotoc,"Pontotoc, Oklahoma, US"
Virginia,US,2020-08-04,36.68212094,-79.86352771,POINT(-79.86352771 36.68212094),0,0,0,0,51690,Martinsville,"Martinsville, Virginia, US"
Virginia,US,2020-08-04,37.44164146,-76.34098896,POINT(-76.34098896 37.44164146),2,0,0,0,51115,Mathews,"Mathews, Virginia, US"
Virginia,US,2020-08-04,36.67882005,-78.36131056,POINT(-78.36131056 36.67882005),16,0,0,0,51117,Mecklenburg,"Mecklenburg, Virginia, US"
Virginia,US,2020-08-04,37.63191998,-76.55064617,POINT(-76.55064617 37.63191998),0,0,0,0,51119,Middlesex,"Middlesex, Virginia, US"
Virginia,US,2020-08-04,37.17746986,-80.37868691,POINT(-80.37868691 37.17746986),16,0,0,0,51121,Montgomery,"Montgomery, Virginia, US"
Virginia,US,2020-08-04,37.78790447,-78.88498513,POINT(-78.88498513 37.78790447),3,0,0,0,51125,Nelson,"Nelson, Virginia, US"
Virginia,US,2020-08-04,37.50694406,-76.99828634,POINT(-76.99828634 37.50694406),11,0,0,0,51127,New Kent,"New Kent, Virginia, US"
Virginia,US,2020-08-04,36.89934014,-76.26420872,POINT(-76.26420872 36.89934014),77,0,0,0,51710,Norfolk,"Norfolk, Virginia, US"
Virginia,US,2020-08-04,37.34062933,-75.87751591,POINT(-75.87751591 37.34062933),2,0,0,0,51131,Northampton,"Northampton, Virginia, US"
Virginia,US,2020-08-04,37.89202088,-76.41949732,POINT(-76.41949732 37.89202088),3,0,0,0,51133,Northumberland,"Northumberland, Virginia, US"
Virginia,US,2020-08-04,36.93357076,-82.62750411,POINT(-82.62750411 36.93357076),0,0,0,0,51720,Norton,"Norton, Virginia, US"
Virginia,US,2020-08-04,37.1435975,-78.05065922,POINT(-78.05065922 37.1435975),3,0,0,0,51135,Nottoway,"Nottoway, Virginia, US"
Virginia,US,2020-08-04,38.24530219,-78.015604,POINT(-78.015604 38.24530219),7,0,0,0,51137,Orange,"Orange, Virginia, US"
Virginia,US,2020-08-04,38.61807452,-78.48797204,POINT(-78.48797204 38.61807452),3,0,0,0,51139,Page,"Page, Virginia, US"
Virginia,US,2020-08-04,36.6801638,-80.2865648,POINT(-80.2865648 36.6801638),0,0,0,0,51141,Patrick,"Patrick, Virginia, US"
Virginia,US,2020-08-04,37.20530399,-77.39368102,POINT(-77.39368102 37.20530399),9,0,0,0,51730,Petersburg,"Petersburg, Virginia, US"
Virginia,US,2020-08-04,36.81980341,-79.39731264,POINT(-79.39731264 36.81980341),3,0,0,0,51143,Pittsylvania,"Pittsylvania, Virginia, US"
Virginia,US,2020-08-04,37.14259351,-76.35798148,POINT(-76.35798148 37.14259351),4,0,0,0,51735,Poquoson,"Poquoson, Virginia, US"
Virginia,US,2020-08-04,36.85914825,-76.35971629,POINT(-76.35971629 36.85914825),41,0,0,0,51740,Portsmouth,"Portsmouth, Virginia, US"
Virginia,US,2020-08-04,37.55016038,-77.91267882,POINT(-77.91267882 37.55016038),4,0,0,0,51145,Powhatan,"Powhatan, Virginia, US"
Virginia,US,2020-08-04,37.22554789,-78.43597949,POINT(-78.43597949 37.22554789),3,0,0,0,51147,Prince Edward,"Prince Edward, Virginia, US"
Virginia,US,2020-08-04,37.18497668,-77.22922187,POINT(-77.22922187 37.18497668),24,0,0,0,51149,Prince George,"Prince George, Virginia, US"
Virginia,US,2020-08-04,37.06474963,-80.71229738,POINT(-80.71229738 37.06474963),2,0,0,0,51155,Pulaski,"Pulaski, Virginia, US"
Virginia,US,2020-08-04,37.12222899,-80.5602732,POINT(-80.5602732 37.12222899),1,0,0,0,51750,Radford,"Radford, Virginia, US"
Virginia,US,2020-08-04,38.68295619,-78.15826963,POINT(-78.15826963 38.68295619),1,0,0,0,51157,Rappahannock,"Rappahannock, Virginia, US"
Virginia,US,2020-08-04,37.937575,-76.72920628,POINT(-76.72920628 37.937575),2,0,0,0,51159,Richmond,"Richmond, Virginia, US"
Virginia,US,2020-08-04,37.53255773,-77.47966921,POINT(-77.47966921 37.53255773),119,0,0,0,51760,Richmond City,"Richmond City, Virginia, US"
Virginia,US,2020-08-04,37.26865804,-80.06396753,POINT(-80.06396753 37.26865804),9,0,0,0,51161,Roanoke,"Roanoke, Virginia, US"
Virginia,US,2020-08-04,37.27791025,-79.96189766,POINT(-79.96189766 37.27791025),14,0,0,0,51770,Roanoke City,"Roanoke City, Virginia, US"
Louisiana,US,2020-08-04,32.81686191,-91.80421614,POINT(-91.80421614 32.81686191),23,0,0,0,22067,Morehouse,"Morehouse, Louisiana, US"
Louisiana,US,2020-08-04,31.72321584,-93.09816516,POINT(-93.09816516 31.72321584),25,0,0,0,22069,Natchitoches,"Natchitoches, Louisiana, US"
Louisiana,US,2020-08-04,30.71409502,-91.60209535,POINT(-91.60209535 30.71409502),27,0,0,0,22077,Pointe Coupee,"Pointe Coupee, Louisiana, US"
Louisiana,US,2020-08-04,32.41391005,-91.76634876,POINT(-91.76634876 32.41391005),13,0,0,0,22083,Richland,"Richland, Louisiana, US"
Minnesota,US,2020-08-04,44.82367677,-94.27287017,POINT(-94.27287017 44.82367677),1,0,0,0,27085,McLeod,"McLeod, Minnesota, US"
Minnesota,US,2020-08-04,45.12328869,-94.52839455,POINT(-94.52839455 45.12328869),1,0,0,0,27093,Meeker,"Meeker, Minnesota, US"
Minnesota,US,2020-08-04,43.67142874,-92.75234549,POINT(-92.75234549 43.67142874),18,0,0,0,27099,Mower,"Mower, Minnesota, US"
Minnesota,US,2020-08-04,44.02216709,-95.76328482,POINT(-95.76328482 44.02216709),1,0,0,0,27101,Murray,"Murray, Minnesota, US"
Minnesota,US,2020-08-04,44.35291112,-94.24710352,POINT(-94.24710352 44.35291112),5,0,0,0,27103,Nicollet,"Nicollet, Minnesota, US"
Minnesota,US,2020-08-04,46.40846929,-95.70835255,POINT(-95.70835255 46.40846929),2,0,0,0,27111,Otter Tail,"Otter Tail, Minnesota, US"
Minnesota,US,2020-08-04,44.02301619,-96.25841142,POINT(-96.25841142 44.02301619),1,0,0,0,27117,Pipestone,"Pipestone, Minnesota, US"
Minnesota,US,2020-08-04,47.77372465,-96.40134647,POINT(-96.40134647 47.77372465),1,0,0,0,27119,Polk,"Polk, Minnesota, US"
Minnesota,US,2020-08-04,44.40555844,-95.25207021,POINT(-95.25207021 44.40555844),1,0,0,0,27127,Redwood,"Redwood, Minnesota, US"
Minnesota,US,2020-08-04,44.72836381,-94.94553734,POINT(-94.94553734 44.72836381),2,0,0,0,27129,Renville,"Renville, Minnesota, US"
Minnesota,US,2020-08-04,44.3543376,-93.29658715,POINT(-93.29658715 44.3543376),4,0,0,0,27131,Rice,"Rice, Minnesota, US"
Tennessee,US,2020-08-04,35.6187413,-87.07462444,POINT(-87.07462444 35.6187413),29,0,0,0,47119,Maury,"Maury, Tennessee, US"
Tennessee,US,2020-08-04,35.42812616,-84.61520715,POINT(-84.61520715 35.42812616),3,0,0,0,47107,McMinn,"McMinn, Tennessee, US"
Tennessee,US,2020-08-04,35.17468549,-88.5647812,POINT(-88.5647812 35.17468549),7,0,0,0,47109,McNairy,"McNairy, Tennessee, US"
Tennessee,US,2020-08-04,35.51558739,-84.81482914,POINT(-84.81482914 35.51558739),3,0,0,0,47121,Meigs,"Meigs, Tennessee, US"
Tennessee,US,2020-08-04,35.44550387,-84.24902965,POINT(-84.24902965 35.44550387),6,0,0,0,47123,Monroe,"Monroe, Tennessee, US"
Tennessee,US,2020-08-04,35.27724699,-86.36230578,POINT(-86.36230578 35.27724699),0,0,0,0,47127,Moore,"Moore, Tennessee, US"
Tennessee,US,2020-08-04,36.13248031,-84.64880098,POINT(-84.64880098 36.13248031),5,0,0,0,47129,Morgan,"Morgan, Tennessee, US"
Tennessee,US,2020-08-04,,,,282,0,0,0,,Out of TN,"Out of TN,Tennessee,US"
Tennessee,US,2020-08-04,36.34117832,-85.28989535,POINT(-85.28989535 36.34117832),5,0,0,0,47133,Overton,"Overton, Tennessee, US"
Tennessee,US,2020-08-04,35.63708728,-87.86139634,POINT(-87.86139634 35.63708728),3,0,0,0,47135,Perry,"Perry, Tennessee, US"
Tennessee,US,2020-08-04,35.12245443,-84.52075859,POINT(-84.52075859 35.12245443),3,0,0,0,47139,Polk,"Polk, Tennessee, US"
Tennessee,US,2020-08-04,36.14005459,-85.50646123,POINT(-85.50646123 36.14005459),81,0,0,0,47141,Putnam,"Putnam, Tennessee, US"
Tennessee,US,2020-08-04,35.60536161,-84.93076643,POINT(-84.93076643 35.60536161),0,0,0,0,47143,Rhea,"Rhea, Tennessee, US"
Tennessee,US,2020-08-04,35.84923189,-84.52458689,POINT(-84.52458689 35.84923189),5,0,0,0,47145,Roane,"Roane, Tennessee, US"
Wisconsin,US,2020-08-04,45.00422544,-88.70950714,POINT(-88.70950714 45.00422544),1,0,0,0,55078,Menominee,"Menominee, Wisconsin, US"
Wisconsin,US,2020-08-04,43.94641218,-90.618819,POINT(-90.618819 43.94641218),5,0,0,0,55081,Monroe,"Monroe, Wisconsin, US"
Wisconsin,US,2020-08-04,45.02715345,-88.26807503,POINT(-88.26807503 45.02715345),1,0,0,0,55083,Oconto,"Oconto, Wisconsin, US"
Wisconsin,US,2020-08-04,45.70677897,-89.51944105,POINT(-89.51944105 45.70677897),5,0,0,0,55085,Oneida,"Oneida, Wisconsin, US"
Wisconsin,US,2020-08-04,44.58307413,-91.99949611,POINT(-91.99949611 44.58307413),0,0,0,0,55091,Pepin,"Pepin, Wisconsin, US"
Wisconsin,US,2020-08-04,44.71850291,-92.4224416,POINT(-92.4224416 44.71850291),7,0,0,0,55093,Pierce,"Pierce, Wisconsin, US"
Wisconsin,US,2020-08-04,44.47558711,-89.50152965,POINT(-89.50152965 44.47558711),4,0,0,0,55097,Portage,"Portage, Wisconsin, US"
Wisconsin,US,2020-08-04,43.3762778,-90.43012729,POINT(-90.43012729 43.3762778),3,0,0,0,55103,Richland,"Richland, Wisconsin, US"
California,US,2020-08-04,39.4381191,-123.3911313,POINT(-123.3911313 39.4381191),4,0,0,0,6045,Mendocino,"Mendocino, California, US"
California,US,2020-08-04,40.00355989,-120.8395236,POINT(-120.8395236 40.00355989),3,0,0,0,6063,Plumas,"Plumas, California, US"
New Mexico,US,2020-08-04,32.61348406,-105.7417604,POINT(-105.7417604 32.61348406),3,0,0,0,35035,Otero,"Otero, New Mexico, US"
New Mexico,US,2020-08-04,36.51072137,-106.6931674,POINT(-106.6931674 36.51072137),6,0,0,0,35039,Rio Arriba,"Rio Arriba, New Mexico, US"
Washington,US,2020-08-04,47.35007586,-123.1863685,POINT(-123.1863685 47.35007586),17,0,0,0,53045,Mason,"Mason, Washington, US"
Washington,US,2020-08-04,48.54855019,-119.7387224,POINT(-119.7387224 48.54855019),10,0,0,0,53047,Okanogan,"Okanogan, Washington, US"
Washington,US,2020-08-04,48.53234021,-117.2741804,POINT(-117.2741804 48.53234021),1,0,0,0,53051,Pend Oreille,"Pend Oreille, Washington, US"
Mississippi,US,2020-08-04,32.75339664,-89.11726492,POINT(-89.11726492 32.75339664),13,0,0,0,28099,Neshoba,"Neshoba, Mississippi, US"
Mississippi,US,2020-08-04,32.40021118,-89.11843336,POINT(-89.11843336 32.40021118),7,0,0,0,28101,Newton,"Newton, Mississippi, US"
Mississippi,US,2020-08-04,33.11009499,-88.56949061,POINT(-88.56949061 33.11009499),5,0,0,0,28103,Noxubee,"Noxubee, Mississippi, US"
Mississippi,US,2020-08-04,34.61810501,-88.51986294,POINT(-88.51986294 34.61810501),10,0,0,0,28117,Prentiss,"Prentiss, Mississippi, US"
Mississippi,US,2020-08-04,34.25157572,-90.28908,POINT(-90.28908 34.25157572),12,0,0,0,28119,Quitman,"Quitman, Mississippi, US"
North Dakota,US,2020-08-04,46.11182017,-99.44145858,POINT(-99.44145858 46.11182017),1,0,0,0,38051,McIntosh,"McIntosh, North Dakota, US"
North Dakota,US,2020-08-04,47.7413337,-103.395905,POINT(-103.395905 47.7413337),5,0,0,0,38053,McKenzie,"McKenzie, North Dakota, US"
North Dakota,US,2020-08-04,47.60766714,-101.3182418,POINT(-101.3182418 47.60766714),2,0,0,0,38055,McLean,"McLean, North Dakota, US"
North Dakota,US,2020-08-04,47.31213126,-101.8318399,POINT(-101.8318399 47.31213126),0,0,0,0,38057,Mercer,"Mercer, North Dakota, US"
North Dakota,US,2020-08-04,48.20197971,-102.3555315,POINT(-102.3555315 48.20197971),20,0,0,0,38061,Mountrail,"Mountrail, North Dakota, US"
North Dakota,US,2020-08-04,47.11530482,-101.3406158,POINT(-101.3406158 47.11530482),1,0,0,0,38065,Oliver,"Oliver, North Dakota, US"
North Dakota,US,2020-08-04,48.24977025,-99.96407787,POINT(-99.96407787 48.24977025),2,0,0,0,38069,Pierce,"Pierce, North Dakota, US"
North Dakota,US,2020-08-04,48.26886249,-98.72223879,POINT(-98.72223879 48.26886249),3,0,0,0,38071,Ramsey,"Ramsey, North Dakota, US"
Pennsylvania,US,2020-08-04,41.80938602,-78.56478358,POINT(-78.56478358 41.80938602),1,0,0,0,42083,McKean,"McKean, Pennsylvania, US"
Pennsylvania,US,2020-08-04,41.30248872,-80.25816981,POINT(-80.25816981 41.30248872),27,0,0,0,42085,Mercer,"Mercer, Pennsylvania, US"
Pennsylvania,US,2020-08-04,40.61116939,-77.61070738,POINT(-77.61070738 40.61116939),10,0,0,0,42087,Mifflin,"Mifflin, Pennsylvania, US"
Pennsylvania,US,2020-08-04,41.03023987,-76.66345939,POINT(-76.66345939 41.03023987),37,0,0,0,42093,Montour,"Montour, Pennsylvania, US"
Pennsylvania,US,2020-08-04,40.84785433,-76.70798222,POINT(-76.70798222 40.84785433),22,0,0,0,42097,Northumberland,"Northumberland, Pennsylvania, US"
Pennsylvania,US,2020-08-04,41.74471626,-77.89559864,POINT(-77.89559864 41.74471626),3,0,0,0,42105,Potter,"Potter, Pennsylvania, US"
Rhode Island,US,2020-08-04,41.5642026,-71.26569799,POINT(-71.26569799 41.5642026),56,0,0,0,44005,Newport,"Newport, Rhode Island, US"
South Dakota,US,2020-08-04,44.56676791,-102.7162741,POINT(-102.7162741 44.56676791),1,0,0,0,46093,Meade,"Meade, South Dakota, US"
South Dakota,US,2020-08-04,43.33749164,-102.5555498,POINT(-102.5555498 43.33749164),1,0,0,0,46102,Oglala Lakota,"Oglala Lakota, South Dakota, US"
New Hampshire,US,2020-08-04,43.29662971,-71.6811573,POINT(-71.6811573 43.29662971),56,0,0,0,33013,Merrimack,"Merrimack, New Hampshire, US"
West Virginia,US,2020-08-04,38.77071799,-82.02524219,POINT(-82.02524219 38.77071799),6,0,0,0,54053,Mason,"Mason, West Virginia, US"
West Virginia,US,2020-08-04,37.38002939,-81.65083669,POINT(-81.65083669 37.38002939),3,0,0,0,54047,McDowell,"McDowell, West Virginia, US"
West Virginia,US,2020-08-04,37.40481169,-81.11023142,POINT(-81.11023142 37.40481169),6,0,0,0,54055,Mercer,"Mercer, West Virginia, US"
West Virginia,US,2020-08-04,39.41561583,-78.94104895,POINT(-78.94104895 39.41561583),3,0,0,0,54057,Mineral,"Mineral, West Virginia, US"
West Virginia,US,2020-08-04,39.55439028,-78.26311676,POINT(-78.26311676 39.55439028),4,0,0,0,54065,Morgan,"Morgan, West Virginia, US"
West Virginia,US,2020-08-04,38.29617706,-80.79759588,POINT(-80.79759588 38.29617706),2,0,0,0,54067,Nicholas,"Nicholas, West Virginia, US"
West Virginia,US,2020-08-04,40.0955451,-80.62203992,POINT(-80.62203992 40.0955451),18,0,0,0,54069,Ohio,"Ohio, West Virginia, US"
West Virginia,US,2020-08-04,38.68314479,-79.35084086,POINT(-79.35084086 38.68314479),1,0,0,0,54071,Pendleton,"Pendleton, West Virginia, US"
West Virginia,US,2020-08-04,39.37091679,-81.16771771,POINT(-81.16771771 39.37091679),1,0,0,0,54073,Pleasants,"Pleasants, West Virginia, US"
West Virginia,US,2020-08-04,39.46770987,-79.66712803,POINT(-79.66712803 39.46770987),6,0,0,0,54077,Preston,"Preston, West Virginia, US"
West Virginia,US,2020-08-04,38.50782345,-81.9082131,POINT(-81.9082131 38.50782345),10,0,0,0,54079,Putnam,"Putnam, West Virginia, US"
West Virginia,US,2020-08-04,37.76936795,-81.2456041,POINT(-81.2456041 37.76936795),4,0,0,0,54081,Raleigh,"Raleigh, West Virginia, US"
West Virginia,US,2020-08-04,38.769899,-79.87919615,POINT(-79.87919615 38.769899),3,0,0,0,54083,Randolph,"Randolph, West Virginia, US"
West Virginia,US,2020-08-04,38.71622686,-81.35243568,POINT(-81.35243568 38.71622686),2,0,0,0,54087,Roane,"Roane, West Virginia, US"
North Carolina,US,2020-08-04,35.67736232,-82.0482425,POINT(-82.0482425 35.67736232),13,0,0,0,37111,McDowell,"McDowell, North Carolina, US"
North Carolina,US,2020-08-04,36.01059309,-82.1582442,POINT(-82.1582442 36.01059309),3,0,0,0,37121,Mitchell,"Mitchell, North Carolina, US"
North Carolina,US,2020-08-04,34.25758282,-77.87075626,POINT(-77.87075626 34.25758282),53,0,0,0,37129,New Hanover,"New Hanover, North Carolina, US"
North Carolina,US,2020-08-04,36.06092947,-79.12167935,POINT(-79.12167935 36.06092947),81,0,0,0,37135,Orange,"Orange, North Carolina, US"
North Carolina,US,2020-08-04,35.15253315,-76.66559823,POINT(-76.66559823 35.15253315),3,0,0,0,37137,Pamlico,"Pamlico, North Carolina, US"
North Carolina,US,2020-08-04,36.26723798,-76.25134778,POINT(-76.25134778 36.26723798),10,0,0,0,37139,Pasquotank,"Pasquotank, North Carolina, US"
North Carolina,US,2020-08-04,34.52265624,-77.90352133,POINT(-77.90352133 34.52265624),2,0,0,0,37141,Pender,"Pender, North Carolina, US"
North Carolina,US,2020-08-04,36.17847453,-76.40603143,POINT(-76.40603143 36.17847453),2,0,0,0,37143,Perquimans,"Perquimans, North Carolina, US"
North Carolina,US,2020-08-04,36.38989032,-78.97217358,POINT(-78.97217358 36.38989032),7,0,0,0,37145,Person,"Person, North Carolina, US"
North Carolina,US,2020-08-04,35.27820615,-82.16812354,POINT(-82.16812354 35.27820615),8,0,0,0,37149,Polk,"Polk, North Carolina, US"
North Carolina,US,2020-08-04,35.00417719,-79.74491009,POINT(-79.74491009 35.00417719),2,0,0,0,37153,Richmond,"Richmond, North Carolina, US"
South Carolina,US,2020-08-04,33.90161443,-82.30794338,POINT(-82.30794338 33.90161443),2,0,0,0,45065,McCormick,"McCormick, South Carolina, US"
South Carolina,US,2020-08-04,34.28629098,-81.59935761,POINT(-81.59935761 34.28629098),7,0,0,0,45071,Newberry,"Newberry, South Carolina, US"
South Carolina,US,2020-08-04,34.75225169,-83.06742317,POINT(-83.06742317 34.75225169),9,0,0,0,45073,Oconee,"Oconee, South Carolina, US"
South Carolina,US,2020-08-04,33.4391073,-80.79886287,POINT(-80.79886287 33.4391073),30,0,0,0,45075,Orangeburg,"Orangeburg, South Carolina, US"
South Carolina,US,2020-08-04,34.88807695,-82.72791551,POINT(-82.72791551 34.88807695),21,0,0,0,45077,Pickens,"Pickens, South Carolina, US"
Iowa,US,2020-08-04,41.48370744,-91.1121697,POINT(-91.1121697 41.48370744),61,1,0,0,19139,Muscatine,"Muscatine, Iowa, US"
Iowa,US,2020-08-04,41.68625425,-92.53155731,POINT(-92.53155731 41.68625425),6,1,0,0,19157,Poweshiek,"Poweshiek, Iowa, US"
Ohio,US,2020-08-04,40.54043046,-84.62912742,POINT(-84.62912742 40.54043046),11,1,0,0,39107,Mercer,"Mercer, Ohio, US"
Idaho,US,2020-08-04,44.00545243,-116.7647695,POINT(-116.7647695 44.00545243),6,1,0,0,16075,Payette,"Payette, Idaho, US"
Texas,US,2020-08-04,31.55255453,-97.20217694,POINT(-97.20217694 31.55255453),62,1,0,0,48309,McLennan,"McLennan, Texas, US"
Texas,US,2020-08-04,31.86904128,-102.0315682,POINT(-102.0315682 31.86904128),30,1,0,0,48329,Midland,"Midland, Texas, US"
Texas,US,2020-08-04,32.04620681,-96.47428766,POINT(-96.47428766 32.04620681),4,1,0,0,48349,Navarro,"Navarro, Texas, US"
Texas,US,2020-08-04,35.40425596,-102.6027606,POINT(-102.6027606 35.40425596),3,1,0,0,48359,Oldham,"Oldham, Texas, US"
Texas,US,2020-08-04,32.1639596,-94.30552481,POINT(-94.30552481 32.1639596),4,1,0,0,48365,Panola,"Panola, Texas, US"
Texas,US,2020-08-04,35.40133773,-101.893964,POINT(-101.893964 35.40133773),47,1,0,0,48375,Potter,"Potter, Texas, US"
Texas,US,2020-08-04,34.96585996,-101.8971322,POINT(-101.8971322 34.96585996),40,1,0,0,48381,Randall,"Randall, Texas, US"
Hawaii,US,2020-08-04,20.86399628,-156.5689097,POINT(-156.5689097 20.86399628),48,1,0,0,15009,Maui,"Maui, Hawaii, US"
Oregon,US,2020-08-04,44.90322804,-123.4128888,POINT(-123.4128888 44.90322804),28,1,0,0,41053,Polk,"Polk, Oregon, US"
Alabama,US,2020-08-04,31.56729412,-87.36995001,POINT(-87.36995001 31.56729412),5,1,0,0,1099,Monroe,"Monroe, Alabama, US"
Arizona,US,2020-08-04,35.402,-110.1403,POINT(-110.1403 35.402),404,1,0,0,4017,Navajo,"Navajo,Arizona,US"
Florida,US,2020-08-04,30.69143028,-86.59267105,POINT(-86.59267105 30.69143028),78,1,0,0,12091,Okaloosa,"Okaloosa, Florida, US"
Florida,US,2020-08-04,29.60779729,-81.74230285,POINT(-81.74230285 29.60779729),21,1,0,0,12107,Putnam,"Putnam, Florida, US"
Georgia,US,2020-08-04,33.47851918,-82.48252774,POINT(-82.48252774 33.47851918),16,1,0,0,,McDuffie,"McDuffie,Georgia,US"
